"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Ogataea polymorpha str. NCYC 495 leu1.1","Saccharomycetales","460523","Hanpo2","GCA_001664045.1","-","-","-","","","-"
"","Oidiodendron maius Zn","Myxotrichaceae","913774","Oidiodendron_maius_Zn_v1.0","GCA_000827325.1","-","-","-","","","-"
"","Oidium neolycopersici","Erysiphales","212602","ASM361085v1","GCA_003610855.1","-","-","-","","-","-"
"","Ophiobolus disseminans str. CBS 113818","Pleosporales","1469910","Ophdi1","GCA_010093685.1","-","-","-","","-","-"
"","Ophiocordyceps australis","Hypocreales","1399860","OphauG2","GCA_002591405.1","-","-","-","","","-"
"","Ophiocordyceps australis","Hypocreales","1399860","OphauB2","GCA_002591415.1","-","-","-","","-","-"
"","Ophiocordyceps camponoti-leonardi (nom. inval.)","Hypocreales","2039875","ASM333945v1","GCA_003339455.1","-","-","-","","-","-"
"","Ophiocordyceps camponoti-rufipedis","Hypocreales","2004952","Ophun1","GCA_002591395.1","-","-","-","","","-"
"","Ophiocordyceps camponoti-saundersi (nom. inval.)","Hypocreales","2039874","ASM333941v1","GCA_003339415.1","-","-","-","","-","-"
"","Ophiocordyceps polyrhachis-furcata BCC 54312","Hypocreales","1330021","OPF_BCC54312_improved","GCA_001633055.2","-","-","-","","-","-"
"","Ophiocordyceps sinensis CO18","Hypocreales","911162","ASM44836v1","GCA_000448365.1","-","-","-","","-","-"
"","Ophiocordyceps unilateralis str. SC16a","Hypocreales","268505","ASM127257v2","GCA_001272575.2","-","-","-","","-","-"
"","Ophiostoma piceae UAMH 11346 str. UAMH-11346","Ophiostomatales","1262450","Opiceae_UAMHv01","GCA_000410735.1","-","-","-","","","-"
"","Ordospora colligata","Ordosporidae","174685","Ordospora_NOV7_v1","GCA_004324945.1","-","-","-","","-","-"
"","Ordospora colligata","Ordosporidae","174685","Ordospora_GBEP_v1","GCA_004324935.1","-","-","-","","-","-"
"","Ordospora colligata","Ordosporidae","174685","Ordospora_FISK_v1","GCA_004325055.1","-","-","-","","-","-"
"","Ordospora colligata OC4","Ordosporidae","1354746","ASM80326v1","GCA_000803265.1","-","-","-","","","-"
"","Pachysolen tannophilus NRRL Y-2460","Saccharomycetales","669874","Pacta1_2","GCA_001661245.1","-","-","-","","","-"
"","Panaeolus cyanescens","Agaricales","181874","ASM293835v1","GCA_002938355.1","-","-","-","","-","-"
"","Paracoccidioides brasiliensis Pb03","Onygenales","482561","Paracocci_br_Pb03_V2","GCA_000150475.2","-","-","-","","-","-"
"","Paracoccidioides brasiliensis Pb18","Onygenales","502780","Paracocci_br_Pb18_V2","GCA_000150735.2","-","-","-","","","-"
"","Paracoccidioides brasiliensis str. CNH","Onygenales","121759","Paracocci_br_PbCNH","GCA_001713695.1","-","-","-","","-","-"
"","Paracoccidioides brasiliensis str. Pb300","Onygenales","121759","ASM171364v1","GCA_001713645.1","-","-","-","","-","-"
"","Paracoccidioides lutzii Pb01","Onygenales","502779","Paracocci_br_Pb01_V2","GCA_000150705.2","-","-","-","","-","-"
"","Paramicrosporidium saccamoebae str. KSL3","Cryptomycota","1246581","KSL3_v6","GCA_002794465.1","-","-","-","","","-"
"","Paraphaeosphaeria sporulosa str. AP3s5-JAC2a","Pleosporales","1460663","Parsp1","GCA_001642045.1","-","-","-","","","-"
"","Parasitella parasitica str. CBS 412.66","Mucoromycotina","35722","PP.v1","GCA_000938895.1","-","-","-","","-","-"
"","Paxillus involutus ATCC 200175","Boletales","664439","Paxillus_involutus_ATCC_200175_v1.0","GCA_000827475.1","-","-","-","","","-"
"","Paxillus rubicundulus Ve08.2h10","Boletales","930991","Paxillus_rubicundulus_Ve08.2h10_v1.0","GCA_000827395.1","-","-","-","","-","-"
"","Peltaster fructicola str. LNHT1506","Dothideomycetes","286661","ASM159280v2","GCA_001592805.2","-","-","-","","-","-"
"","Penicilliopsis zonata CBS 506.65","Eurotiales","1073090","Aspzo1","GCA_001890105.1","-","-","-","","","-"
"","Penicillium antarcticum","Eurotiales","416450","ASM207234v1","GCA_002072345.1","-","-","-","","","-"
"","Penicillium arizonense","Eurotiales","1835702","ASM177332v1","GCA_001773325.1","-","-","-","","-","-"
"","Penicillium brasilianum str. LaBioMMi 136","Eurotiales","104259","ASM201655v1","GCA_002016555.1","-","-","-","","-","-"
"","Penicillium brasilianum str. MG11","Eurotiales","104259","Pbras_Allpaths-LG","GCA_001048715.1","-","-","-","","-","-"
"","Penicillium camemberti FM 013","Eurotiales","1429867","PCAMFM013_20131106","GCA_000513335.1","-","-","-","","-","-"
"","Penicillium chrysogenum str. P2niaD18","Eurotiales","5076","ASM71027v1","GCA_000710275.1","-","-","-","","-","-"
"","Penicillium coprophilum","Eurotiales","36646","ASM207240v1","GCA_002072405.1","-","-","-","","-","-"
"","Penicillium decumbens","Eurotiales","69771","ASM207224v1","GCA_002072245.1","-","-","-","","-","-"
"","Penicillium digitatum PHI26","Eurotiales","1170229","PdigPHI26_v1","GCA_000315665.1","-","-","-","","-","-"
"","Penicillium digitatum Pd1","Eurotiales","1170230","PdigPd1_v1","GCA_000315645.2","-","-","-","","-","-"
"","Penicillium expansum str. CMP-1","Eurotiales","27334","PEX1","GCA_000769755.1","-","-","-","","-","-"
"","Penicillium expansum str. d1","Eurotiales","27334","ASM76973v1","GCA_000769735.1","-","-","-","","-","-"
"","Penicillium flavigenum","Eurotiales","254877","ASM207236v1","GCA_002072365.1","-","-","-","","-","-"
"","Penicillium freii","Eurotiales","48697","ASM151392v1","GCA_001513925.1","-","-","-","","-","-"
"","Penicillium griseofulvum str. PG3","Eurotiales","5078","ASM156193v1","GCA_001561935.1","-","-","-","","-","-"
"","Penicillium italicum str. PHI-1","Eurotiales","40296","ASM76976v1","GCA_000769765.1","-","-","-","","-","-"
"","Penicillium nalgiovense","Eurotiales","60175","ASM207242v1","GCA_002072425.1","-","-","-","","-","-"
"","Penicillium nordicum","Eurotiales","229535","ASM127859v1","GCA_001278595.1","-","-","-","","-","-"
"","Penicillium oxalicum 114-2","Eurotiales","933388","pde_v1.0","GCA_000346795.1","-","-","-","","-","-"
"","Penicillium polonicum","Eurotiales","60169","ASM207226v1","GCA_002072265.1","-","-","-","","-","-"
"","Penicillium roqueforti FM164","Eurotiales","1365484","PROQFM164_20130607","GCA_000513255.1","-","-","-","","-","-"
"","Penicillium rubens Wisconsin 54-1255","Eurotiales","500485","PenChr_Nov2007","GCA_000226395.1","-","-","-","","-","-"
"","Penicillium solitum","Eurotiales","60172","ASM207223v1","GCA_002072235.1","-","-","-","","-","-"
"","Penicillium sp. 'occitanis' str. CL100","Eurotiales","290292","ASM238285v1","GCA_002382855.1","-","-","-","","-","-"
"","Penicillium sp. 'occitanis' str. CT1","Eurotiales","290292","ASM238283v1","GCA_002382835.1","-","-","-","","-","-"
"","Penicillium steckii","Eurotiales","303698","ASM207237v1","GCA_002072375.1","-","-","-","","-","-"
"","Penicillium subrubescens str. CBS 132785","Eurotiales","1316194","ASM190812v1","GCA_001908125.1","-","-","-","","-","-"
"","Penicillium vulpinum","Eurotiales","29845","ASM207225v1","GCA_002072255.1","-","-","-","","-","-"
"","Peniophora sp. CONT","Russulales","1314672","Ricme1","GCA_001632445.1","-","-","-","","","-"
"","Periconia macrospinosa str. DSE2036","Pleosporales","97972","Perma1","GCA_003073855.1","-","-","-","","","-"
"","Pestalotiopsis fici W106-1","Xylariales","1229662","PFICI","GCA_000516985.1","-","-","-","","","-"
"","Pezoloma ericae str. UAMH 7357","Helotiales","2082293","Rhier1","GCA_002865625.1","-","-","-","","","-"
"","Phaeoacremonium minimum UCRPA7","Sordariomycetidae","1286976","UCRPA7V03","GCA_000392275.1","-","-","-","","","-"
"","Phaeomoniella chlamydospora","Chaetothyriomycetidae","158046","UCRPA7V1.0","GCA_001006345.1","-","-","-","","","-"
"","Phaeosphaeria nodorum","Dothideomycetes","321614","ASM14691v1","GCA_000146915.1","-","-","-","","","-"
"","Phaffia rhodozyma","Cystofilobasidiales","264483","Xden1","GCA_001007165.2","-","-","-","","-","-"
"","Phanerochaete carnosa HHB-10118-sp","Polyporales","650164","Phanerochaete_carnosa_HHB-10118-Sp_v1.0","GCA_000300595.1","-","-","-","","-","-"
"","Phanerochaete chrysosporium","Polyporales","273507","GCA000167175v1","GCA_000167175.1","-","-","-","","","-"
"","Phellinidium pouzarii str. DSM 108285","Hymenochaetales","167371","ASM480269v1","GCA_004802695.1","-","-","-","","-","-"
"","Phialemoniopsis curvata str. D216","Xylariales","1093900","ASM435304v1","GCA_004353045.1","-","-","-","","-","-"
"","Phialocephala scopiformis str. CBS 120377","Helotiales","149040","Phisc1","GCA_001500285.1","-","-","-","","","-"
"","Phialocephala subalpina","Helotiales","576137","PAC_version_1","GCA_900073065.1","-","-","-","","","-"
"","Phialophora americana str. CBS 27337","Chaetothyriomycetidae","5601","Capr_semi_CBS27337_V1","GCA_000835435.1","-","-","-","","","-"
"","Phialophora attinorum str. CBS 131958","Chaetothyriomycetidae","1664694","ASM129925v1","GCA_001299255.1","-","-","-","","-","-"
"","Phlebia centrifuga str. DSM 108282","Polyporales","98765","ASM480266v1","GCA_004802665.1","-","-","-","","-","-"
"","Phlebia centrifuga str. FBCC195","Polyporales","98765","ASM191385v2","GCA_001913855.2","-","-","-","","","-"
"","Phlebiopsis gigantea 11061_1 CR5-6","Polyporales","745531","Phlgi1","GCA_000832265.1","-","-","-","","","-"
"","Pichia kudriavzevii str. 129","Saccharomycetales","4909","ASM198332v1","GCA_001983325.1","-","-","-","","-","-"
"","Pichia kudriavzevii str. CBS573","Saccharomycetales","4909","ASM305444v1","GCA_003054445.1","-","-","-","","-","-"
"","Pichia kudriavzevii str. Ckrusei653","Saccharomycetales","4909","Cand_krus_Ckrusei653_V21","GCA_002166775.1","-","-","-","","-","-"
"","Pichia kudriavzevii str. SD108","Saccharomycetales","4909","ASM76445v1","GCA_000764455.1","-","-","-","","","-"
"","Pichia membranifaciens NRRL Y-2026","Saccharomycetales","763406","Picme2","GCA_001661235.1","-","-","-","","","-"
"","Pichia membranifaciens str. KS47-1","Saccharomycetales","4926","P_membrenifaciens-1.0","GCA_001950575.1","-","-","-","","-","-"
"","Piloderma croceum F 1598","Atheliales","765440","Piloderma_croceum_F_1598_v1.0","GCA_000827315.1","-","-","-","","","-"
"","Piromyces finnis","Chytridiomycota","1754191","Piromyces_sp._finnis_v3.0","GCA_002104945.1","-","-","-","","","-"
"","Pisolithus microcarpus 441","Boletales","765257","Pisolithus_microcarpus_441_v1.0","GCA_000827275.1","-","-","-","","","-"
"","Pisolithus tinctorius Marx 270","Boletales","870435","Pisolithus_tinctorius_Marx_270_v1.0","GCA_000827335.1","-","-","-","","","-"
"","Plenodomus tracheiphilus IPT5","Pleosporales","1408161","Photr1","GCA_010093695.1","-","-","-","","-","-"
"","Pleomassaria siparia CBS 279.74","Pleosporales","1314801","Plesi1","GCA_010093715.1","-","-","-","","-","-"
"","Pleurotus ostreatus PC15","Agaricales","1137138","PleosPC15_2","GCA_000697685.1","-","-","-","","","-"
"","Plicaturopsis crispa FD-325 SS-3","Fungi","944288","Plicr1","GCA_000827205.1","-","-","-","","","-"
"","Pluteus cervinus str. NL-1719","Agaricales","181527","Plucer1","GCA_004369065.1","-","-","-","","-","-"
"","Pneumocystis carinii B80","Taphrinomycotina","1408658","Pneu_cari_B80_V3","GCA_001477545.1","-","-","-","","","-"
"","Pneumocystis jirovecii RU7","Taphrinomycotina","1408657","Pneu_jiro_RU7_V2","GCA_001477535.1","-","-","-","","","-"
"","Pneumocystis murina B123","Taphrinomycotina","1069680","Pneumo_murina_B123_V4","GCA_000349005.2","-","-","-","","","-"
"","Pochonia chlamydosporia 123","Hypocreales","1052797","PcB1v2","GCA_000411695.2","-","-","-","","-","-"
"","Pochonia chlamydosporia 170","Hypocreales","1380566","ASM165323v2","GCA_001653235.2","-","-","-","","","-"
"","Podila verticillata NRRL 6337","Mortierellomycotina","1069443","Mort_vert_NRRL_6337_V1","GCA_000739165.1","-","-","-","","","-"
"","Podospora anserina S mat+","Sordariales","515849","ASM22654v1","GCA_000226545.1","-","-","-","","-","-"
"","Polyporus arcularius HHB13444","Polyporales","1314778","Polar1","GCA_004369055.1","-","-","-","","-","-"
"","Polyporus brumalis str. BRFM 1820","Polyporales","139420","Polbr1","GCA_003367725.1","-","-","-","","-","-"
"","Polytolypa hystricis UAMH7299","Onygenales","1447883","Poly_hyst_7299_V1","GCA_002573605.1","-","-","-","","","-"
"","Postia placenta MAD-698-R-SB12","Polyporales","670580","PosplRSB12_1","GCA_002117355.1","-","-","-","","-","-"
"","Postia placenta Mad-698-R","Polyporales","561896","Postia_placenta_V1.0","GCA_000006255.1","-","-","-","","","-"
"","Powellomyces hirtus str. CBS 809.83","Chytridiomycota","109895","ASM653600v1","GCA_006536005.1","-","-","-","","-","-"
"","Protomyces lactucaedebilis str. 12-1054","Taphrinomycotina","2754530","Prola1","GCA_002105105.1","-","-","-","","","-"
"","Psathyrella aberdarensis str. IHI B618","Agaricales","2316362","ASM412641v1","GCA_004126415.1","-","-","-","","-","-"
"","Pseudocercospora eumusae str. CBS 114824","Capnodiales","321146","ASM157823v1","GCA_001578235.1","-","-","-","","-","-"
"","Pseudocercospora fijiensis CIRAD86","Capnodiales","383855","Mycfi2","GCA_000340215.1","-","-","-","","","-"
"","Pseudocercospora musae str. CBS 116634","Capnodiales","113226","ASM157822v1","GCA_001578225.1","-","-","-","","","-"
"","Pseudogymnoascus destructans","Pseudeurotiaceae","655981","ASM164126v1","GCA_001641265.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. 03VT05","Pseudeurotiaceae","1622148","ASM166264v1","GCA_001662645.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. 05NY08","Pseudeurotiaceae","1622149","ASM166260v1","GCA_001662605.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. 23342-1-I1","Pseudeurotiaceae","1524831","ASM166257v1","GCA_001662575.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. 24MN13","Pseudeurotiaceae","1622150","ASM166259v1","GCA_001662595.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-103","Pseudeurotiaceae","1420912","DG30","GCA_000750895.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-3557","Pseudeurotiaceae","1437433","DG3","GCA_000750665.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-3775","Pseudeurotiaceae","1420901","DG4","GCA_000750715.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-3808","Pseudeurotiaceae","1391699","DG1","GCA_000750675.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4246","Pseudeurotiaceae","1420902","DG5","GCA_000750735.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4281 (FW-2241)","Pseudeurotiaceae","1420906","DG6","GCA_000750745.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4513 (FW-928)","Pseudeurotiaceae","1420907","DG7","GCA_000750755.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4514 (FW-929)","Pseudeurotiaceae","1420908","DG8","GCA_000750795.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4515 (FW-2607)","Pseudeurotiaceae","1420909","DG10","GCA_000750805.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4516 (FW-969)","Pseudeurotiaceae","1420910","DG11","GCA_000750815.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4517 (FW-2822)","Pseudeurotiaceae","1420911","DG13","GCA_000750875.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4518 (FW-2643)","Pseudeurotiaceae","1420913","DG36","GCA_000750925.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4519 (FW-2642)","Pseudeurotiaceae","1420914","DG38","GCA_000750935.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. VKM F-4520 (FW-2644)","Pseudeurotiaceae","1420915","DG39","GCA_000750995.1","-","-","-","","-","-"
"","Pseudogymnoascus sp. WSF 3629","Pseudeurotiaceae","1622147","ASM166258v1","GCA_001662585.1","-","-","-","","-","-"
"","Pseudogymnoascus verrucosus","Pseudeurotiaceae","342668","ASM166265v1","GCA_001662655.1","-","-","-","","-","-"
"","Pseudoloma neurophilia str. MK1","Microsporidia","146866","ASM143216v1","GCA_001432165.1","-","-","-","","","-"
"","Pseudomassariella vexata str. CBS 129021","Xylariales","1141098","Pseve2","GCA_002105095.1","-","-","-","","","-"
"","Pseudomicrostroma glucosiphilum str. MCA 4718","Fungi","1684307","Rhodsp1","GCA_003144135.1","-","-","-","","","-"
"","Pseudovirgaria hyperparasitica str. CBS 121739","Dothideomycetes","470096","Psehy1","GCA_010093815.1","-","-","-","","-","-"
"","Pseudozyma hubeiensis SY62","Ustilaginales","1305764","ASM40351v1","GCA_000403515.1","-","-","-","","","-"
"","Psilocybe cyanescens","Agaricales","93625","Psicy2","GCA_002938375.1","-","-","-","","-","-"
"","Pterula gracilis str. CBS 309.79","Agaricales","1884261","Ptegra1","GCA_004369125.1","-","-","-","","-","-"
"","Puccinia coronata var. avenae f. sp. avenae","Pucciniales","200324","ASM287327v1","GCA_002873275.1","-","-","-","","","-"
"","Puccinia coronata var. avenae f. sp. avenae","Pucciniales","200324","ASM287312v1","GCA_002873125.1","-","-","-","","-","-"
"","Puccinia graminis","Pucciniales","418459","ASM14992v1","GCA_000149925.1","","-","-","","",""
"","Puccinia graminis Ug99","Pucciniales","1040990","v1","-","","-","-","","","-"
"","Puccinia graminis f. sp. tritici","Pucciniales","56615","Pgt_Ug99","GCA_008520325.1","-","-","-","","-","-"
"","Puccinia graminis f. sp. tritici","Pucciniales","56615","Pgt_210","GCA_008522505.1","-","-","-","","-","-"
"","Puccinia sorghi str. RO10H11247","Pucciniales","27349","ASM126337v1","GCA_001263375.1","-","-","-","","","-"
"","Puccinia striiformis","Pucciniales","27350","ASM292020v1","GCA_002920205.1","-","-","-","","-","-"
"","Puccinia striiformis","Pucciniales","27350","ASM292006v1","GCA_002920065.1","-","-","-","","-","-"
"","Puccinia striiformis f. sp. tritici PST-130 str. Race 130","Pucciniales","875184","PST-130_1.0","GCA_000223505.1","-","-","-","","","-"
"","Puccinia striiformis f. sp. tritici PST-78","Pucciniales","1165861","P_striiformis_V1","GCA_001191645.1","-","-","-","","-","-"
"","Puccinia triticina","Pucciniales","630390","ASM15152v1","GCA_000151525.1","-","-","-","","","-"
"","Punctularia strigosozonata HHB-11173 SS5","Corticiales","741275","Punctularia_strigosozonata_v1.0","GCA_000264995.1","-","-","-","","","-"
"","Purpureocillium lilacinum","Hypocreales","33203","ASM165320v1","GCA_001653205.1","-","-","-","","","-"
"","Purpureocillium lilacinum","Hypocreales","33203","ASM165326v1","GCA_001653265.1","-","-","-","","-","-"
"","Purpureocillium lilacinum str. 36-1","Hypocreales","33203","ASM314460v1","GCA_003144605.1","-","-","-","","-","-"
"","Pyrenochaeta sp. DS3sAY3a","Pleosporales","765867","Pyrsp1","GCA_001644535.1","-","-","-","","","-"
"","Pyrenophora seminiperda CCB06","Pleosporales","1302712","Pysem1.0","GCA_000465215.2","-","-","-","","-","-"
"","Pyrenophora teres","Pleosporales","861557","GCA_000166005.1","GCA_000166005.1","-","-","-","","","-"
"","Pyrenophora teres f. maculata","Pleosporales","97480","ERZ478497","GCA_900231935.2","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ASM972864v1","GCA_009728645.1","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ERZ370274","GCA_900232045.2","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ASM972867v1","GCA_009728675.1","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ASM972866v1","GCA_009728665.1","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ASM972863v1","GCA_009728635.1","-","-","-","","-","-"
"","Pyrenophora teres f. teres","Pleosporales","97479","ASM972865v1","GCA_009728655.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr11137","GCA_003231355.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr5213","GCA_003231345.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr134","GCA_003231325.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr86-124","GCA_003231425.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr239","GCA_003231365.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","Ptr_V0001","GCA_008692205.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis","Pleosporales","45151","PtrARCrossB10","GCA_003171545.1","-","-","-","","-","-"
"","Pyrenophora tritici-repentis Pt-1C-BFP","Pleosporales","426418","ASM14998v1","GCA_000149985.1","-","-","-","","","-"
"","Pyricularia oryzae","Magnaporthales","318829","ASM434696v1","GCA_004346965.1","-","-","-","","-","-"
"","Pyrrhoderma noxium","Hymenochaetales","2282107","ASM228747v2","GCA_002287475.2","-","-","-","","-","-"
"","Rachicladosporium antarcticum","Capnodiales","1507870","ASM207706v1","GCA_002077065.1","-","-","-","","","-"
"","Rachicladosporium sp. CCFEE 5018","Capnodiales","1974281","ASM207704v2","GCA_002077045.2","-","-","-","","","-"
"","Ramularia collo-cygni","Capnodiales","112498","version_1","GCA_900074925.1","-","-","-","","","-"
"","Rasamsonia emersonii CBS 393.64","Eurotiales","1408163","ASM96859v1","GCA_000968595.1","-","-","-","","","-"
"","Rhinocladiella mackenziei CBS 650.93","Chaetothyriomycetidae","1442369","Rhin_mack_CBS_650_93_V1","GCA_000835555.1","-","-","-","","","-"
"","Rhizoclosmatium globosum str. JEL800","Chytridiomycota","329046","Rhihy1","GCA_002104985.1","-","-","-","","","-"
"","Rhizoctonia solani","Cantharellales","456999","AG22IIIB","GCA_001286725.1","-","-","-","","-","-"
"","Rhizoctonia solani 123E","Cantharellales","1423351","Rhizoctonia_solani_123E_v1","GCA_000715385.1","-","-","-","","-","-"
"","Rhizoctonia solani AG-1 IA str. AG1 IA","Cantharellales","983506","Rhisol_AG1IA_1.0","GCA_000334115.1","-","-","-","","","-"
"","Rhizoctonia solani AG-1 IB","Cantharellales","1108050","ASM35025v1","GCA_000350255.1","-","-","-","","-","-"
"","Rhizoctonia solani AG-1 IB str. 7/3/14","Cantharellales","1108050","7_3_14","GCA_000832345.2","-","-","-","","-","-"
"","Rhizoctonia solani AG-3 Rhs1AP","Cantharellales","1086054","Rhizoctonia_solani_AG-3","GCA_000524645.1","-","-","-","","-","-"
"","Rhizoctonia solani AG-8 WAC10335","Cantharellales","1287689","RSAG8-1.V1","GCA_000695385.1","-","-","-","","-","-"
"","Rhizophagus irregularis DAOM 181602=DAOM 197198","Glomerales","747089","Rir_HGAP_ii_V2","GCA_002897155.1","-","-","-","","-","-"
"","Rhizophagus irregularis DAOM 181602=DAOM 197198","Glomerales","747089","ASM43914v3","GCA_000439145.3","-","-","-","","-","-"
"","Rhizophagus irregularis DAOM 197198w str. DAOM197198w","Glomerales","1432141","Rir","GCA_000597685.1","-","-","-","","-","-"
"","Rhizophagus irregularis str. A1","Glomerales","588596","ASM159312v1","GCA_001593125.1","-","-","-","","-","-"
"","Rhizophagus irregularis str. A4","Glomerales","588596","ASM159314v1","GCA_001593145.1","-","-","-","","-","-"
"","Rhizophagus irregularis str. A5","Glomerales","588596","ASM159320v1","GCA_001593205.1","-","-","-","","-","-"
"","Rhizophagus irregularis str. C2","Glomerales","588596","ASM159315v1","GCA_001593155.1","-","-","-","","-","-"
"","Rhizophagus sp. MUCL 43196","Glomerales","1803374","ASM354999v1","GCA_003549995.1","-","-","-","","-","-"
"","Rhizopogon vesiculosus str. AM-OR11-056","Boletales","180088","Rves_AM-OR11-056_1.0","GCA_001882365.1","-","-","-","","","-"
"","Rhizopogon vinicolor AM-OR11-026","Boletales","1314800","Rhivi1","GCA_001658105.1","-","-","-","","-","-"
"","Rhizopus azygosporus","Mucoromycotina","86630","Razy_CA","GCA_003325435.1","-","-","-","","-","-"
"","Rhizopus delemar RA 99-880","Mucoromycotina","246409","RO3","GCA_000149305.1","-","-","-","","","-"
"","Rhizopus microsporus ATCC 52813","Mucoromycotina","1340429","Rhimi1_1","GCA_002708625.1","-","-","-","","-","-"
"","Rhizopus microsporus str. ATCC 11559","Mucoromycotina","58291","Rhimi_ATCC11559_1","GCA_002083735.1","-","-","-","","-","-"
"","Rhizopus microsporus str. CBS-344.29","Mucoromycotina","58291","Rmicro_CBS_344.29_Allpaths-LG","GCA_000825725.1","-","-","-","","","-"
"","Rhizopus microsporus var. microsporus str. ATCC 52814","Mucoromycotina","86635","Rhimi_ATCC52814_1","GCA_002083745.1","-","-","-","","-","-"
"","Rhizopus stolonifer","Mucoromycotina","4846","Rstol_CA","GCA_003325415.1","-","-","-","","-","-"
"","Rhodotorula diobovata str. UCD-FST 08-225","Sporidiobolales","5288","UMAN_Rdio_1.0","GCA_006352295.1","-","-","-","","-","-"
"","Rhodotorula graminis WP1","Sporidiobolales","578459","Rhoba1_1","GCA_001329695.1","-","-","-","","","-"
"","Rhodotorula sp. JG-1b","Sporidiobolales","1305733","Rhosp1","GCA_001541205.1","-","-","-","","-","-"
"","Rhodotorula taiwanensis str. MD1149","Sporidiobolales","741276","ASM292249v1","GCA_002922495.1","-","-","-","","-","-"
"","Rhodotorula toruloides","Sporidiobolales","5286","IFO0880_HGAP3_v1","GCA_001255795.1","-","-","-","","-","-"
"","Rhodotorula toruloides ATCC 204091","Sporidiobolales","1001064","R.glutinis2","GCA_000222205.2","-","-","-","","","-"
"","Rhodotorula toruloides NP11","Sporidiobolales","1130832","RHOziaDV1.0","GCA_000320785.2","-","-","-","","-","-"
"","Rhodotorula toruloides str. CECT1137","Sporidiobolales","5286","ASM323401v1","GCA_003234015.1","-","-","-","","-","-"
"","Rhodotorula toruloides str. NBRC 0880","Sporidiobolales","5286","ASM98887v2","GCA_000988875.2","-","-","-","","-","-"
"","Rhodotorula toruloides str. NBRC10032","Sporidiobolales","5286","Rt10032-v1","GCA_007990605.1","-","-","-","","-","-"
"","Rhynchosporium agropyri","Helotiales","914238","version_1","GCA_900074905.1","-","-","-","","","-"
"","Rhynchosporium commune","Helotiales","914237","version_1","GCA_900074885.1","-","-","-","","-","-"
"","Rhynchosporium secalis","Helotiales","38038","version_1","GCA_900074895.1","-","-","-","","-","-"
"","Rickenella mellea str. SZMC22713","Hymenochaetales","50990","Ricmel1","GCA_004355085.1","-","-","-","","-","-"
"","Rosellinia necatrix str. W97","Xylariales","77044","Rnecatrix_2.0","GCA_001445595.3","-","-","-","","","-"
"","Rozella allomycis CSF55","Cryptomycota","988480","Rozella_k41_t100","GCA_000442015.1","-","-","-","","","-"
"","Rutstroemia sp. NJR-2017a BBW","Helotiales","2070414","ASM294642v1","GCA_002946425.1","-","-","-","","","-"
"","Rutstroemia sp. NJR-2017a BVV2","Helotiales","2070413","ASM294641v1","GCA_002946415.1","-","-","-","","-","-"
"","Rutstroemia sp. NJR-2017a WRK4","Helotiales","2070412","ASM294638v1","GCA_002946385.1","-","-","-","","-","-"
"","Saccharomyces boulardii (nom. inval.) str. biocodex","Saccharomycetales","252598","ASM129837v2","GCA_001298375.2","-","-","-","","-","-"
"","Saccharomyces boulardii (nom. inval.) str. unique28","Saccharomycetales","252598","ASM141397v1","GCA_001413975.1","-","-","-","","-","-"
