"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Gloeophyllum trabeum ATCC 11539","Gloeophyllales","670483","Glotr1_1","GCA_000344685.1","-","-","-","","","-"
"","Glomus cerebriforme str. DAOM 227022","Glomerales","658196","ASM355030v1","GCA_003550305.1","-","-","-","","-","-"
"","Glonium stellatum str. CBS 207.34","Dothideomycetes","574774","Glonium_stellatum_CBS_207.34_v1.0","GCA_001692915.1","-","-","-","","-","-"
"","Golovinomyces cichoracearum","Erysiphales","62708","ASM361119v1","GCA_003611195.1","-","-","-","","-","-"
"","Golovinomyces cichoracearum","Erysiphales","62708","ASM361123v1","GCA_003611235.1","-","-","-","","-","-"
"","Golovinomyces cichoracearum","Erysiphales","62708","ASM361121v1","GCA_003611215.1","-","-","-","","-","-"
"","Golovinomyces magnicellulatus","Erysiphales","62714","ASM691211v1","GCA_006912115.1","-","-","-","","-","-"
"","Gonapodya prolifera JEL478","Chytridiomycota","1344416","Ganpr1","GCA_001574975.1","-","-","-","","","-"
"","Grifola frondosa str. 9006-11","Polyporales","5627","ASM168373v1","GCA_001683735.1","-","-","-","","","-"
"","Grosmannia clavigera kw1407","Ophiostomatales","655863","Sanger-454-IlluminaPA_2.0","GCA_000143105.2","-","-","-","","","-"
"","Gymnopilus dilepis","Agaricales","231916","ASM293838v1","GCA_002938385.1","-","-","-","","-","-"
"","Gymnopus androsaceus JB14","Agaricales","1447944","Gyman1","GCA_009733575.1","-","-","-","","-","-"
"","Gymnopus luxurians FD-317 M1","Agaricales","944289","Gymlu1","GCA_000827265.1","-","-","-","","","-"
"","Hamiltosporidium magnivora","Microsporidia","148818","ASM432503v1","GCA_004325035.1","-","-","-","","-","-"
"","Hamiltosporidium magnivora","Microsporidia","148818","BEOM2_v1","GCA_004325065.1","-","-","-","","-","-"
"","Hamiltosporidium tvaerminnensis","Microsporidia","1176355","ILG3_v1","GCA_004325075.1","-","-","-","","-","-"
"","Hanseniaspora guilliermondii","Saccharomycetales","56406","version_1","GCA_900119595.1","-","-","-","","","-"
"","Hanseniaspora opuntiae","Saccharomycetales","211096","ASM174979v1","GCA_001749795.1","-","-","-","","-","-"
"","Hanseniaspora osmophila","Saccharomycetales","56408","ASM174704v1","GCA_001747045.1","-","-","-","","-","-"
"","Hanseniaspora uvarum","Saccharomycetales","29833","ASM980571v1","GCA_009805715.1","-","-","-","","-","-"
"","Hanseniaspora uvarum","Saccharomycetales","29833","ASM980578v1","GCA_009805785.1","-","-","-","","-","-"
"","Hanseniaspora uvarum","Saccharomycetales","29833","ASM174705v1","GCA_001747055.1","-","-","-","","-","-"
"","Hanseniaspora uvarum","Saccharomycetales","29833","ASM980576v1","GCA_009805765.1","-","-","-","","-","-"
"","Hanseniaspora uvarum DSM 2768","Saccharomycetales","1246595","Huva2.0","GCA_000968475.1","-","-","-","","-","-"
"","Hanseniaspora valbyensis NRRL Y-1626","Saccharomycetales","766949","Hanva1_1","GCA_001664025.1","-","-","-","","-","-"
"","Hebeloma cylindrosporum h7","Agaricales","686832","Hebeloma_cylindrosporum_h7_v2.0","GCA_000827355.1","-","-","-","","","-"
"","Helicocarpus griseus UAMH5409","Onygenales","1447875","Heli_gris_5409_V1","GCA_002573585.1","-","-","-","","","-"
"","Heliocybe sulcata str. OMC1185","Gloeophyllales","5364","Helsul1","GCA_004369045.1","-","-","-","","-","-"
"","Helotiales sp. DMI_Dod_QoI","Venturiales","2728926","ASM961301v1","GCA_009613015.1","-","-","-","","-","-"
"","Hepatospora eriocheir str. GB1","Microsporidia","1081669","ASM208788v1","GCA_002087885.1","-","-","-","","-","-"
"","Hepatospora eriocheir str. canceri","Microsporidia","1081669","ASM208787v1.0","GCA_002087875.1","-","-","-","","","-"
"","Hericium alpestre str. DSM 108284","Russulales","135208","ASM468113v1","GCA_004681135.1","-","-","-","","-","-"
"","Hesseltinella vesiculosa str. NRRL 3301","Mucoromycotina","101127","Hesve2","GCA_002104935.1","-","-","-","","","-"
"","Heterobasidion irregulare TC 32-1","Russulales","747525","Heterobasidion_irregulare_v2.0","GCA_000320585.2","-","-","-","","","-"
"","Hirsutella minnesotensis 3608","Hypocreales","1043627","ASM95604v1","GCA_000956045.1","-","-","-","","","-"
"","Histoplasma capsulatum","Onygenales","2902605","GCA000170615v1","GCA_000170615.1","-","-","-","","","-"
"","Histoplasma capsulatum G186AR","Onygenales","447093","ASM15011v1","GCA_000150115.1","-","-","-","","-","-"
"","Histoplasma capsulatum H143","Onygenales","544712","ASM15103v1","GCA_000151035.1","-","-","-","","-","-"
"","Histoplasma capsulatum H88","Onygenales","544711","ASM15100v2","GCA_000151005.2","-","-","-","","-","-"
"","Histoplasma capsulatum NAm1","Onygenales","339724","ASM14958v1","GCA_000149585.1","-","-","-","","-","-"
"","Hortaea thailandica","Capnodiales","706561","ASM505988v1","GCA_005059885.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370468v1","GCA_003704685.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370464v1","GCA_003704645.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370467v1","GCA_003704675.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370458v1","GCA_003704585.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370461v1","GCA_003704615.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370434v1","GCA_003704345.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370457v1","GCA_003704575.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370437v1","GCA_003704375.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370438v1","GCA_003704385.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370459v1","GCA_003704595.1","-","-","-","","-","-"
"","Hortaea werneckii","Capnodiales","91943","ASM370435v1","GCA_003704355.1","-","-","-","","-","-"
"","Hortaea werneckii EXF-2000","Capnodiales","1157616","HwerPB1","GCA_002127715.1","-","-","-","","","-"
"","Hyaloscypha bicolor E","Helotiales","1095630","Melbi2","GCA_002865645.1","-","-","-","","-","-"
"","Hyaloscypha variabilis F","Helotiales","1149755","Melva1","GCA_002865655.1","-","-","-","","-","-"
"","Hydnomerulius pinastri MD-312","Boletales","994086","Hydpi2","GCA_000827185.1","-","-","-","","","-"
"","Hypholoma sublateritium FD-334 SS-4","Agaricales","945553","Hypsu1","GCA_000827495.1","-","-","-","","","-"
"","Hyphopichia burtonii NRRL Y-1933","Saccharomycetales","984485","Hypbu1","GCA_001661395.1","-","-","-","","","-"
"","Hypoxylon sp. CI-4A","Xylariales","1001833","HypCI4A_v1.0","GCA_002120315.1","-","-","-","","","-"
"","Hypoxylon sp. CO27-5","Xylariales","1001938","HypCO275_v1.0","GCA_002120305.1","-","-","-","","-","-"
"","Hypoxylon sp. EC38","Xylariales","1001937","HypEC38_v3.0","GCA_002120335.1","-","-","-","","-","-"
"","Hypsizygus marmoreus str. 51987-8","Agaricales","39966","ASM160531v2","GCA_001605315.2","-","-","-","","","-"
"","Jaapia argillacea MUCL 33604","Jaapiales","933084","Jaaar1","GCA_000697665.1","-","-","-","","","-"
"","Jaminaea rosea str. MCA 5214","Fungi","1569628","Jamsp1","GCA_003144245.1","-","-","-","","","-"
"","Jimgerdemannia flammicorona str. AD002","Mucoromycotina","994334","Jimfl_AD_1","GCA_003990765.1","-","-","-","","-","-"
"","Jimgerdemannia flammicorona str. GMNB39","Mucoromycotina","994334","Jimfl_GMNB39_1","GCA_003990745.1","-","-","-","","-","-"
"","Kalmanozyma brasiliensis GHG001","Ustilaginales","1365824","PSEUBRA1","GCA_000497045.1","-","-","-","","","-"
"","Kazachstania africana CBS 2517","Saccharomycetales","1071382","Ka_CBS2517","GCA_000304475.1","-","-","-","","","-"
"","Kazachstania naganishii CBS 8797","Saccharomycetales","1071383","ASM34898v1","GCA_000348985.1","-","-","-","","","-"
"","Kluyveromyces lactis str. NRRL Y-1140","Saccharomycetales","28985","ASM251v1","GCA_000002515.1","-","-","-","","-","-"
"","Kluyveromyces marxianus DMKU3-1042","Saccharomycetales","1003335","Kmar_1.0","GCA_001417885.1","-","-","-","","-","-"
"","Kluyveromyces marxianus str. FIM1","Saccharomycetales","4911","ASM185444v2","GCA_001854445.2","-","-","-","","-","-"
"","Kluyveromyces marxianus str. NBRC 1777","Saccharomycetales","4911","KM1777_03","GCA_001417835.1","-","-","-","","-","-"
"","Kockovaella imperatae str. NRRL Y-17943","Tremellales","4999","Kocim1","GCA_002102565.1","-","-","-","","","-"
"","Komagataella pastoris","Saccharomycetales","4922","ASM170810v1","GCA_001708105.1","-","-","-","","-","-"
"","Komagataella pastoris","Saccharomycetales","644223","GCA_000027005.1","GCA_000027005.1","-","-","-","","","-"
"","Komagataella phaffii CBS 7435","Saccharomycetales","981350","PicPas_Mar2011","GCA_000223565.1","-","-","-","","-","-"
"","Komagataella phaffii CBS 7435","Saccharomycetales","981350","ASM90023503v1","GCA_900235035.1","-","-","-","","-","-"
"","Komagataella phaffii GS115","Saccharomycetales","644223","ASM174695v1","GCA_001746955.1","-","-","-","","","-"
"","Komagataella phaffii str. WT","Saccharomycetales","460519","ASM170808v1","GCA_001708085.1","-","-","-","","-","-"
"","Kuraishia capsulata CBS 1993","Saccharomycetales","1382522","AUH_PRJEB4427_v1","GCA_000576695.1","-","-","-","","","-"
"","Kwoniella bestiolae CBS 10118","Tremellales","1296100","Cryp_best_CBS10118_V1","GCA_000512585.2","-","-","-","","","-"
"","Kwoniella dejecticola CBS 10117","Tremellales","1296121","Cryp_deje_CBS10117_V1","GCA_000512565.2","-","-","-","","-","-"
"","Kwoniella heveanensis BCC8398","Tremellales","1296120","Cryp_heve_BCC8398_V1","GCA_000507405.3","-","-","-","","-","-"
"","Kwoniella heveanensis CBS 569","Tremellales","1296119","Cryp_heve_CBS569_V2","GCA_000507425.3","-","-","-","","-","-"
"","Kwoniella mangroviensis CBS 10435","Tremellales","1331196","Kwon_mang_CBS10435_V2","GCA_000507885.2","-","-","-","","-","-"
"","Kwoniella mangroviensis CBS 8507","Tremellales","1296122","Kwon_mang_CBS8507_V2","GCA_000507465.3","-","-","-","","-","-"
"","Kwoniella mangroviensis CBS 8886","Tremellales","1296123","Kwon_mang_CBS8886_V1","GCA_000507485.3","-","-","-","","-","-"
"","Kwoniella pini CBS 10737","Tremellales","1296096","Cryp_pinu_CBS10737_V1","GCA_000512605.2","-","-","-","","-","-"
"","Kwoniella shandongensis str. CBS 12478","Tremellales","1734106","Kwon_shan_CBS_12478_V1","GCA_008629635.1","-","-","-","","-","-"
"","Laccaria amethystina LaAM-08-1","Agaricales","1095629","Laccaria_amethystina_LaAM-08-1_v1.0","GCA_000827195.1","-","-","-","","","-"
"","Laccaria bicolor S238N-H82","Agaricales","486041","V1.0","GCA_000143565.1","-","-","-","","-","-"
"","Lachancea dasiensis CBS 10888","Saccharomycetales","1072105","LADA0","GCA_900074725.1","-","-","-","","","-"
"","Lachancea fermentati","Saccharomycetales","4955","LAFE0","GCA_900074765.1","-","-","-","","-","-"
"","Lachancea lanzarotensis str. CBS 12615","Saccharomycetales","1245769","LALA0","GCA_000938715.1","-","-","-","","","-"
"","Lachancea meyersii CBS 8951","Saccharomycetales","1266667","LAME0","GCA_900074715.1","-","-","-","","-","-"
"","Lachancea mirantina","Saccharomycetales","1230905","LAMI0","GCA_900074745.1","-","-","-","","-","-"
"","Lachancea nothofagi CBS 11611","Saccharomycetales","1266666","LANO0","GCA_900074755.1","-","-","-","","-","-"
"","Lachancea quebecensis","Saccharomycetales","1654605","ASM290092v1","GCA_002900925.1","-","-","-","","-","-"
"","Lachancea sp. CBS 6924","Saccharomycetales","433476","LAFA0","GCA_900074735.1","-","-","-","","-","-"
"","Lachancea thermotolerans CBS 6340","Saccharomycetales","559295","ASM14280v1","GCA_000142805.1","-","-","-","","-","-"
"","Lachnellula arida str. CBS 203.66","Helotiales","1316785","CFIA_Lari_EG2017","GCA_007821475.1","-","-","-","","-","-"
"","Lachnellula cervina str. CBS 625.97","Helotiales","1316786","CFIA_Lcer_EG2017","GCA_007825325.1","-","-","-","","-","-"
"","Lachnellula hyalina str. CBS 185.66","Helotiales","1316788","CFIA_Lhya_EG2017","GCA_007821495.1","-","-","-","","-","-"
"","Lachnellula occidentalis str. CBS 160.35","Helotiales","215460","CFIA_Locc_EG2017","GCA_007821535.1","-","-","-","","-","-"
"","Lachnellula subtilissima str. CBS 197.66","Helotiales","602034","CFIA_Lsub_EG2017","GCA_007821545.1","-","-","-","","-","-"
"","Lachnellula suecica str. CBS 268.59","Helotiales","602035","CFIA_Lsue_EG2017","GCA_007825345.1","-","-","-","","-","-"
"","Lachnellula willkommii str. CBS 172.35","Helotiales","215461","CFIA_Lawi_EG2017","GCA_007825375.1","-","-","-","","-","-"
"","Laetiporus sulphureus 93-53","Polyporales","1314785","Laesu1","GCA_001632365.1","-","-","-","","","-"
"","Lasallia pustulata","Fungi","136370","Lasallia_pustulata_v1","GCA_900169345.1","-","-","-","","-","-"
"","Lasallia pustulata","Fungi","136370","ASM863619v1","GCA_008636195.1","-","-","-","","-","-"
"","Lasiodiplodia theobromae str. LA-SOL3","Botryosphaeriales","45133","ASM893188v1","GCA_008931885.1","-","-","-","","-","-"
"","Lentinula edodes str. G408PP-4","Agaricales","5353","Lened_assembly01","GCA_002003045.1","-","-","-","","","-"
"","Lentinus tigrinus ALCF2SS1-6","Polyporales","1328759","Lenti6_1","GCA_003813205.1","-","-","-","","-","-"
"","Lentinus tigrinus ALCF2SS1-7","Polyporales","1328758","Lenti7_1","GCA_003813185.1","-","-","-","","-","-"
"","Lentithecium fluviatile CBS 122367","Pleosporales","1168545","Lenfl1","GCA_010405425.1","-","-","-","","-","-"
"","Lepidopterella palustris CBS 459.81","Dothideomycetes","1314670","Leppa1","GCA_001692735.1","-","-","-","","-","-"
"","Leptosphaeria maculans","Pleosporales","985895","ASM23037v1","GCA_000230375.1","-","-","-","","","-"
"","Leucoagaricus sp. SymC.cos","Agaricales","1714833","ASM156373v1","GCA_001563735.1","-","-","-","","","-"
"","Leucosporidium creatinivorum str. 62-1032","Fungi","106004","Leucr1","GCA_002105055.1","-","-","-","","","-"
"","Lichtheimia corymbifera JMRC:FSU:9682","Mucoromycotina","1263082","454Minimus","GCA_000723665.1","-","-","-","","","-"
"","Lichtheimia ramosa str. JMRC:FSU:6197","Mucoromycotina","688394","Lramosa_hybrid_454_Illumina","GCA_000945115.1","-","-","-","","","-"
"","Lineolata rhizophorae str. ATCC 16933","Dothideales","578093","Linrh1","GCA_010093515.1","-","-","-","","-","-"
"","Linnemannia elongata AG-77","Mortierellomycotina","1314771","Mortierella_elongata_AG-77_v2.0","GCA_001651415.1","-","-","-","","","-"
"","Lipomyces starkeyi NRRL Y-11557","Saccharomycetales","675824","Lipst1_1","GCA_001661325.1","-","-","-","","","-"
"","Lobosporangium transversale str. NRRL 3116","Mortierellomycotina","64571","Lobtra1","GCA_002105155.1","-","-","-","","","-"
"","Lodderomyces elongisporus NRRL YB-4239","Saccharomycetales","379508","ASM14968v1","GCA_000149685.1","-","-","-","","","-"
"","Lomentospora prolificans str. JHH-5317","Microascales","41688","Lprolificans_pilon","GCA_002276285.1","-","-","-","","","-"
"","Lophiostoma macrostomum CBS 122681","Pleosporales","1314788","Lopma1","GCA_010405375.1","-","-","-","","-","-"
"","Lophiotrema nucula str. CBS 627.86","Pleosporales","690887","Lopnu1","GCA_010015825.1","-","-","-","","-","-"
"","Lophium mytilinum str. CBS 269.34","Dothideomycetes","390894","Lopmy1","GCA_010093605.1","-","-","-","","-","-"
"","Macrophomina phaseolina MS6","Botryosphaeriales","1126212","MphMS6_1.0","GCA_000302655.1","-","-","-","","","-"
"","Madurella mycetomatis str. mm55","Sordariales","100816","ASM127576v2","GCA_001275765.2","-","-","-","","","-"
"","Magnaporthe oryzae","Magnaporthales","242507","MG8","GCA_000002495.2","-","-","","","","-"
"","Magnaporthe oryzae","Magnaporthales","318829","GCA900474545v2","GCA_900474545.2","-","-","-","","","-"
"","Magnaporthe poae","Magnaporthales","644358","Mag_poae_ATCC_64411_V1","GCA_000193285.1","-","-","","","","-"
"","Malassezia pachydermatis","Malasseziales","77020","MalaPachy","GCA_001278385.1","-","-","-","","-","-"
"","Malassezia restricta CBS 7877","Malasseziales","425264","ASM369160v1","GCA_003691605.1","-","-","-","","-","-"
"","Malassezia restricta str. KCTC 27527","Malasseziales","76775","ASM329048v1","GCA_003290485.1","-","-","-","","-","-"
"","Malassezia sympodialis ATCC 42132","Malasseziales","1230383","ASM34930v2","GCA_000349305.2","-","-","-","","-","-"
"","Malassezia sympodialis ATCC 42132","Malasseziales","1230383","Msy_ATCC_42132_Feb2016","GCA_900149145.1","-","-","-","","-","-"
"","Malassezia vespertilionis str. NWHC:44797-103","Malasseziales","2020962","ASM281822v1","GCA_002818225.1","-","-","-","","-","-"
"","Marssonina brunnea f. sp. 'multigermtubi' MB_m1","Helotiales","1072389","ASM29877v1","GCA_000298775.1","-","-","-","","","-"
"","Marssonina coronariae str. NL1","Helotiales","503106","ASM220425v1","GCA_002204255.1","-","-","-","","-","-"
"","Massarina eburnea CBS 473.64","Pleosporales","1395130","Maseb1","GCA_010093635.1","-","-","-","","-","-"
"","Meira miltonrushii str. MCA 3882","Fungi","1280837","Meimi1","GCA_003144205.1","-","-","-","","","-"
"","Melampsora larici-populina","Pucciniales","747676","GCA_000204055.1","GCA_000204055.1","-","-","-","","","-"
"","Melanomma pulvis-pyrius CBS 109.77","Pleosporales","1314802","Melpu1","GCA_010093585.1","-","-","-","","-","-"
"","Metarhizium acridum CQMa 102","Hypocreales","655827","MetAcr_May2010","GCA_000187405.1","-","-","-","","","-"
"","Metarhizium album ARSEF 1941","Hypocreales","1081103","MAM_1.0_for_version_1_of_the_Metarhizium_album_genome","GCA_000804445.1","-","-","-","","-","-"
"","Metarhizium anisopliae ARSEF 549","Hypocreales","1276135","MAN_1.0","GCA_000814975.1","-","-","-","","-","-"
"","Metarhizium anisopliae BRIP 53284","Hypocreales","1291519","ASM42698v1","GCA_000426985.1","-","-","-","","-","-"
"","Metarhizium anisopliae BRIP 53293","Hypocreales","1291518","ASM42696v1","GCA_000426965.1","-","-","-","","-","-"
"","Metarhizium anisopliae str. E6","Hypocreales","5530","Metarhizium_anisopliae","GCA_000739145.1","-","-","-","","-","-"
"","Metarhizium brunneum ARSEF 3297","Hypocreales","1276141","MBR_1.0","GCA_000814965.1","-","-","-","","-","-"
"","Metarhizium brunneum str. 4556","Hypocreales","500148","ASM1342620v1","GCA_013426205.1","-","-","-","","-","-"
"","Metarhizium guizhouense ARSEF 977","Hypocreales","1276136","MGU_1.0","GCA_000814955.1","-","-","-","","-","-"
"","Metarhizium majus ARSEF 297","Hypocreales","1276143","MAJ_1.0","GCA_000814945.1","-","-","-","","-","-"
"","Metarhizium rileyi RCEF 4871","Hypocreales","1081105","NOR_1.0","GCA_001636745.1","-","-","-","","","-"
"","Metarhizium rileyi str. Cep018-CH2","Hypocreales","1649241","ASM786632v1","GCA_007866325.1","-","-","-","","-","-"
"","Metarhizium robertsii","Hypocreales","568076","MR2010_11_27","GCA_000591435.1","-","-","-","","-","-"
"","Metarhizium robertsii ARSEF 23","Hypocreales","655844","MAA_2.0","GCA_000187425.2","-","-","-","","-","-"
"","Metschnikowia aff. pulcherrima str. APC 1.2","Saccharomycetales","2163413","ASM421770v1","GCA_004217705.1","-","-","-","","-","-"
"","Metschnikowia bicuspidata str. Baker2002","Saccharomycetales","27322","Metbi_SCcomb","GCA_003614695.1","-","-","-","","-","-"
"","Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993","Saccharomycetales","869754","Metbi1","GCA_001664035.1","-","-","-","","","-"
"","Metschnikowia sp. JCM 33374","Saccharomycetales","2562755","Metsp_1.0","GCA_005406065.1","-","-","-","","-","-"
"","Meyerozyma guilliermondii ATCC 6260","Saccharomycetales","294746","ASM14942v1","GCA_000149425.1","-","-","-","","","-"
"","Meyerozyma sp. JA9","Saccharomycetales","2028340","ASM367601v1","GCA_003676015.1","-","-","-","","-","-"
"","Microbotryum intermedium","Microbotryales","269621","Microbotrium_Intermedium_Assembly","GCA_900096595.1","-","-","-","","-","-"
"","Microbotryum saponariae","Microbotryales","289078","MvSof1","GCA_900100905.1","-","-","-","","-","-"
"","Microbotryum saponariae","Microbotryales","289078","MvSof1","GCA_900102585.1","-","-","-","","-","-"
"","Microbotryum silenes-dioicae","Microbotryales","796604","MsdSdi1","GCA_900120095.1","-","-","-","","-","-"
"","Microbotryum violaceum","Microbotryales","683840","GCA_000166175.1","GCA_000166175.1","-","-","-","","","-"
"","Microdochium bolleyi str. J235TASD1","Xylariales","196109","Microdochium_bolleyi_v1.0","GCA_001566295.1","-","-","-","","-","-"
"","Microsporum canis CBS 113480","Onygenales","554155","ASM15114v1","GCA_000151145.1","-","-","-","","","-"
"","Microthyrium microscopicum str. CBS 115976","Dothideomycetes","703497","Micmi1","GCA_010405405.1","-","-","-","","-","-"
"","Millerozyma farinosa CBS 7064","Saccharomycetales","559304","ASM31589v1","GCA_000315895.1","-","-","-","","","-"
"","Mixia osmundae IAM 14324","Mixiales","764103","Mixia_osmundae_v1.0","GCA_000708205.1","-","-","-","","-","-"
"","Mixia osmundae IAM 14324","Mixiales","764103","Mosmundae_2.0","GCA_000241205.2","-","-","-","","","-"
"","Moelleriella libera RCEF 2490","Hypocreales","1081109","AAL_1.0","GCA_001636675.1","-","-","-","","","-"
"","Moesziomyces antarcticus","Ustilaginales","84753","Pse_antar_v1","GCA_900322835.1","-","-","-","","-","-"
"","Moesziomyces antarcticus str. JCM 10317","Ustilaginales","84753","ASM74776v1","GCA_000747765.1","-","-","-","","-","-"
"","Moesziomyces aphidis DSM 70725","Ustilaginales","84754","PseuAph1.0","GCA_000517465.1","-","-","-","","","-"
"","Monascus purpureus","Eurotiales","5098","ASM654248v1","GCA_006542485.1","-","-","-","","-","-"
"","Monilinia fructicola str. Mfrc123","Sclerotiniaceae","38448","ASM869222v1","GCA_008692225.1","-","-","-","","-","-"
"","Monilinia fructigena str. Mfrg269","Sclerotiniaceae","38457","ASM326056v1","GCA_003260565.1","-","-","-","","-","-"
"","Monilinia laxa str. Mlax316","Sclerotiniaceae","61186","ASM929945v1","GCA_009299455.1","-","-","-","","-","-"
"","Moniliophthora roreri MCA 2997","Agaricales","1381753","M_roreri_MCA_2997_v1","GCA_000488995.1","-","-","-","","","-"
"","Moniliophthora roreri str. MCA 2952","Agaricales","221103","ASM146670v1","GCA_001466705.1","-","-","-","","-","-"
"","Monosporascus cannonballus","Xylariales","155416","ASM415589v1","GCA_004155895.1","-","-","-","","-","-"
"","Monosporascus cannonballus","Xylariales","155416","ASM415492v1","GCA_004154925.1","-","-","-","","-","-"
"","Monosporascus ibericus","Xylariales","155417","ASM415491v1","GCA_004154915.1","-","-","-","","-","-"
"","Monosporascus sp. 5C6A","Xylariales","2211642","ASM415503v1","GCA_004155035.1","-","-","-","","-","-"
"","Monosporascus sp. CRB-8-3","Xylariales","2211644","ASM415505v1","GCA_004155055.1","-","-","-","","-","-"
"","Monosporascus sp. CRB-9-2","Xylariales","2211643","ASM415591v1","GCA_004155915.1","-","-","-","","-","-"
"","Monosporascus sp. GIB2","Xylariales","2211647","ASM415593v1","GCA_004155935.1","-","-","-","","-","-"
"","Monosporascus sp. MC13-8B","Xylariales","2211646","ASM415497v1","GCA_004154975.1","-","-","-","","-","-"
"","Monosporascus sp. MG133","Xylariales","2211645","ASM415592v1","GCA_004155925.1","-","-","-","","-","-"
"","Monosporascus sp. mg162","Xylariales","1081914","ASM415594v1","GCA_004155945.1","-","-","-","","-","-"
"","Morchella conica CCBAS932","Pezizales","1392247","Morco1","GCA_003790465.1","-","-","-","","-","-"
"","Mucor ambiguus str. NBRC 6742","Mucoromycotina","91626","ASM95059v1","GCA_000950595.1","-","-","-","","","-"
"","Mucor circinelloides 1006PhL","Mucoromycotina","1220926","Muco_sp_1006Ph_V1","GCA_000401635.1","-","-","-","","-","-"
"","Mucor lusitanicus CBS 277.49","Mucoromycotina","747725","Mucci2","GCA_001638945.1","-","-","-","","-","-"
"","Mytilinidion resinicola str. CBS 304.34","Dothideomycetes","574789","Mytre1","GCA_010093595.1","-","-","-","","-","-"
"","Nadsonia fulvescens var. elongata DSM 6958","Saccharomycetales","857566","Nadfu1","GCA_001661315.1","-","-","-","","","-"
"","Naematelia encephala str. 68-887.2","Tremellales","71784","Treen1","GCA_002105065.1","-","-","-","","","-"
"","Nannizzia gypsea CBS 118893","Onygenales","535722","MS_CBS118893","GCA_000150975.2","-","-","-","","","-"
"","Naumovozyma castellii CBS 4309","Saccharomycetales","1064592","ASM23734v1","GCA_000237345.1","-","-","-","","","-"
"","Naumovozyma dairenensis CBS 421","Saccharomycetales","1071378","ASM22711v2","GCA_000227115.2","-","-","-","","","-"
"","Nematocida displodere str. JUm2807","Microsporidia","1805483","ASM164239v1","GCA_001642395.1","-","-","-","","","-"
"","Nematocida parisii ERTm1","Microsporidia","881290","Nema_parisii_ERTm1_V3","GCA_000250985.1","-","-","-","","-","-"
"","Nematocida parisii ERTm3","Microsporidia","935791","Nema_parisii_ERTm3_V1","GCA_000190615.1","-","-","-","","-","-"
"","Nematocida sp. 1 ERTm2","Microsporidia","944018","Nema_parisii_ERTm2_V1","GCA_000250695.1","-","-","-","","-","-"
"","Nematocida sp. 1 ERTm6","Microsporidia","1138374","Nema_sp_1_ERTm6_V2","GCA_000738915.1","-","-","-","","-","-"
"","Nematocida sp. ERTm5","Microsporidia","1805481","ASM164241v1","GCA_001642415.1","-","-","-","","-","-"
"","Neocallimastix californiae str. G1","Chytridiomycota","1754190","Neocallimastix_sp._G1_v1.0","GCA_002104975.1","-","-","-","","","-"
"","Neofusicoccum parvum UCRNP2","Botryosphaeriales","1287680","UCRNP2V3","GCA_000385595.1","-","-","-","","","-"
"","Neohortaea acidophila str. CBS 113389","Capnodiales","245834","Horac1","GCA_010093505.1","-","-","-","","-","-"
"","Neolecta irregularis DAH-3","Taphrinomycotina","1198029","NeoIirr1.0","GCA_001929475.1","-","-","-","","","-"
"","Neolentinus lepideus HHB14362 ss-1","Gloeophyllales","1314782","Neole1","GCA_001632425.1","-","-","-","","","-"
"","Neonectria ditissima str. R09/05","Hypocreales","78410","R0905_v2.0","GCA_001306435.1","-","-","-","","","-"
"","Neurospora crassa","Sordariales","367110","NC12","GCA_000182925.2","-","-","-","","",""
"","Neurospora crassa str. 73","Sordariales","5141","Neucr_trp3_1","GCA_000786625.1","-","-","-","","-","-"
"","Neurospora tetrasperma FGSC 2508","Sordariales","510951","v2.0","GCA_000213175.1","-","-","-","","-","-"
"","Neurospora tetrasperma FGSC 2509 str. FGSC 2509 mat a","Sordariales","510952","v1.0","GCA_000213195.1","-","-","-","","-","-"
"","Nosema apis BRL 01","Nosematidae","1037528","NapisBRLv01","GCA_000447185.1","-","-","-","","","-"
"","Nosema bombycis CQ1","Nosematidae","578461","NosBomCQ1_v1.0","GCA_000383075.1","-","-","-","","-","-"
"","Nosema ceranae","Nosematidae","40302","ASM98816v1","GCA_000988165.1","-","-","-","","-","-"
"","Nosema ceranae BRL01","Nosematidae","578460","ASM18298v1","GCA_000182985.1","-","-","-","","-","-"
"","Obba rivulosa str. 3A-2","Polyporales","1052685","Obbri1","GCA_001687445.1","-","-","-","","-","-"
"","Ogataea parapolymorpha DL-1","Saccharomycetales","871575","Hansenula_2","GCA_000187245.3","-","-","-","","","-"
